seed,episode,metric,val
0,0,win,0.0
0,0,draw,0.05
0,100,win,0.0
0,100,draw,0.02
0,200,win,0.0
0,200,draw,0.05
0,300,win,0.0
0,300,draw,0.04
0,400,win,0.0
0,400,draw,0.1
0,400,loss,0.0022399937734007835
0,500,win,0.0
0,500,draw,0.29
0,500,loss,0.0024582361802458763
0,600,win,0.0
0,600,draw,0.63
0,600,loss,0.0041419886983931065
0,700,win,0.0
0,700,draw,0.62
0,700,loss,0.004032875411212444
0,800,win,0.0
0,800,draw,0.71
0,800,loss,0.0028652148321270943
0,900,win,0.0
0,900,draw,0.96
0,900,loss,0.0026416033506393433
0,1000,win,0.0
0,1000,draw,0.91
0,1000,loss,0.0034019045997411013
0,1100,win,0.0
0,1100,draw,0.87
0,1100,loss,0.003037579357624054
0,1200,win,0.0
0,1200,draw,0.9
0,1200,loss,0.003003576770424843
0,1300,win,0.0
0,1300,draw,0.89
0,1300,loss,0.002495882101356983
0,1400,win,0.0
0,1400,draw,0.99
0,1400,loss,0.0021973797120153904
0,1500,win,0.0
0,1500,draw,0.93
0,1500,loss,0.0023926296271383762
0,1600,win,0.0
0,1600,draw,0.91
0,1600,loss,0.0038523077964782715
0,1700,win,0.0
0,1700,draw,0.96
0,1700,loss,0.001683766138739884
0,1800,win,0.0
0,1800,draw,0.93
0,1800,loss,0.00246454612351954
0,1900,win,0.0
0,1900,draw,0.98
0,1900,loss,0.0017270792741328478
0,2000,win,0.0
0,2000,draw,0.96
0,2000,loss,0.002752972301095724
0,2100,win,0.0
0,2100,draw,1.0
0,2100,loss,0.001903929398395121
0,2200,win,0.0
0,2200,draw,0.99
0,2200,loss,0.001986189279705286
0,2300,win,0.0
0,2300,draw,0.96
0,2300,loss,0.0014100372791290283
0,2400,win,0.0
0,2400,draw,0.97
0,2400,loss,0.0021703343372792006
0,2500,win,0.0
0,2500,draw,0.99
0,2500,loss,0.0018346610013395548
0,2600,win,0.0
0,2600,draw,1.0
0,2600,loss,0.0020325626246631145
0,2700,win,0.0
0,2700,draw,1.0
0,2700,loss,0.0020754681900143623
0,2800,win,0.0
0,2800,draw,0.98
0,2800,loss,0.0012679628562182188
0,2900,win,0.0
0,2900,draw,0.98
0,2900,loss,0.0012371295597404242
1,0,win,0.0
1,0,draw,0.09
1,100,win,0.0
1,100,draw,0.14
1,200,win,0.0
1,200,draw,0.1
1,300,win,0.0
1,300,draw,0.1
1,400,win,0.0
1,400,draw,0.31
1,400,loss,0.0037288686726242304
1,500,win,0.0
1,500,draw,0.63
1,500,loss,0.0032562222331762314
1,600,win,0.0
1,600,draw,0.57
1,600,loss,0.0027967861387878656
1,700,win,0.0
1,700,draw,0.66
1,700,loss,0.003272640286013484
1,800,win,0.0
1,800,draw,0.75
1,800,loss,0.0029799374751746655
1,900,win,0.0
1,900,draw,0.82
1,900,loss,0.0032442649826407433
1,1000,win,0.0
1,1000,draw,0.89
1,1000,loss,0.003520894329994917
1,1100,win,0.0
1,1100,draw,0.84
1,1100,loss,0.0029811363201588392
1,1200,win,0.0
1,1200,draw,0.88
1,1200,loss,0.003344978205859661
1,1300,win,0.0
1,1300,draw,0.87
1,1300,loss,0.002631409326568246
1,1400,win,0.0
1,1400,draw,0.95
1,1400,loss,0.00468307314440608
1,1500,win,0.0
1,1500,draw,0.94
1,1500,loss,0.0026316754519939423
1,1600,win,0.0
1,1600,draw,0.93
1,1600,loss,0.003007369115948677
1,1700,win,0.0
1,1700,draw,0.9
1,1700,loss,0.0028852992691099644
1,1800,win,0.0
1,1800,draw,0.92
1,1800,loss,0.002491679973900318
1,1900,win,0.0
1,1900,draw,0.88
1,1900,loss,0.003363708034157753
1,2000,win,0.0
1,2000,draw,0.97
1,2000,loss,0.002916004043072462
1,2100,win,0.0
1,2100,draw,0.98
1,2100,loss,0.0025400256272405386
1,2200,win,0.0
1,2200,draw,0.91
1,2200,loss,0.003374546067789197
1,2300,win,0.0
1,2300,draw,0.95
1,2300,loss,0.0022617345675826073
1,2400,win,0.0
1,2400,draw,0.98
1,2400,loss,0.001783178304322064
1,2500,win,0.0
1,2500,draw,0.98
1,2500,loss,0.0031117903999984264
1,2600,win,0.0
1,2600,draw,0.95
1,2600,loss,0.0016070231795310974
1,2700,win,0.0
1,2700,draw,1.0
1,2700,loss,0.002218419685959816
1,2800,win,0.0
1,2800,draw,0.88
1,2800,loss,0.0023547133896499872
1,2900,win,0.0
1,2900,draw,0.96
1,2900,loss,0.0018921650480479002
2,0,win,0.0
2,0,draw,0.08
2,100,win,0.0
2,100,draw,0.12
2,200,win,0.0
2,200,draw,0.08
2,300,win,0.0
2,300,draw,0.09
2,400,win,0.0
2,400,draw,0.13
2,400,loss,0.002986541949212551
2,500,win,0.0
2,500,draw,0.42
2,500,loss,0.0030401248950511217
2,600,win,0.0
2,600,draw,0.68
2,600,loss,0.0027856584638357162
2,700,win,0.0
2,700,draw,0.67
2,700,loss,0.003053088206797838
2,800,win,0.0
2,800,draw,0.85
2,800,loss,0.0033818644005805254
2,900,win,0.0
2,900,draw,0.78
2,900,loss,0.0027019460685551167
2,1000,win,0.0
2,1000,draw,0.94
2,1000,loss,0.002833867445588112
2,1100,win,0.0
2,1100,draw,0.89
2,1100,loss,0.0018642665818333626
2,1200,win,0.0
2,1200,draw,0.89
2,1200,loss,0.001996405888348818
2,1300,win,0.0
2,1300,draw,0.93
2,1300,loss,0.0018835177179425955
2,1400,win,0.0
2,1400,draw,0.81
2,1400,loss,0.0020671002566814423
2,1500,win,0.0
2,1500,draw,0.85
2,1500,loss,0.0020716185681521893
2,1600,win,0.0
2,1600,draw,0.93
2,1600,loss,0.0014936421066522598
2,1700,win,0.0
2,1700,draw,0.94
2,1700,loss,0.0014004778349772096
2,1800,win,0.0
2,1800,draw,0.89
2,1800,loss,0.001840895740315318
2,1900,win,0.0
2,1900,draw,0.89
2,1900,loss,0.0016625721473246813
2,2000,win,0.0
2,2000,draw,0.91
2,2000,loss,0.002414859365671873
2,2100,win,0.0
2,2100,draw,0.85
2,2100,loss,0.0019966799300163984
2,2200,win,0.0
2,2200,draw,0.94
2,2200,loss,0.0019260041881352663
2,2300,win,0.0
2,2300,draw,0.95
2,2300,loss,0.0023997840471565723
2,2400,win,0.0
2,2400,draw,0.94
2,2400,loss,0.0024913661181926727
2,2500,win,0.0
2,2500,draw,0.96
2,2500,loss,0.0027365756686776876
2,2600,win,0.0
2,2600,draw,0.96
2,2600,loss,0.0022213419433683157
2,2700,win,0.0
2,2700,draw,0.98
2,2700,loss,0.0017348064575344324
2,2800,win,0.0
2,2800,draw,0.95
2,2800,loss,0.002167202066630125
2,2900,win,0.0
2,2900,draw,1.0
2,2900,loss,0.0015977576840668917
3,0,win,0.0
3,0,draw,0.14
3,100,win,0.0
3,100,draw,0.18
3,200,win,0.0
3,200,draw,0.09
3,300,win,0.0
3,300,draw,0.08
3,400,win,0.0
3,400,draw,0.33
3,400,loss,0.0032518429215997458
3,500,win,0.0
3,500,draw,0.53
3,500,loss,0.0025043152272701263
3,600,win,0.0
3,600,draw,0.83
3,600,loss,0.003748592222109437
3,700,win,0.0
3,700,draw,0.85
3,700,loss,0.0034909984096884727
3,800,win,0.0
3,800,draw,0.84
3,800,loss,0.003095152322202921
3,900,win,0.0
3,900,draw,0.84
3,900,loss,0.002655991818755865
3,1000,win,0.0
3,1000,draw,0.86
3,1000,loss,0.003362927818670869
3,1100,win,0.0
3,1100,draw,0.92
3,1100,loss,0.002738125156611204
3,1200,win,0.0
