seed,episode,metric,val
0,0,win,0.0
0,0,draw,0.09
0,100,win,0.0
0,100,draw,0.12
0,200,win,0.0
0,200,draw,0.15
0,300,win,0.0
0,300,draw,0.12
0,400,win,0.0
0,400,draw,0.08
0,400,loss,0.0020319996401667595
0,500,win,0.0
0,500,draw,0.21
0,500,loss,0.001156506477855146
0,600,win,0.0
0,600,draw,0.36
0,600,loss,0.001425829017534852
0,700,win,0.0
0,700,draw,0.59
0,700,loss,0.002459136303514242
0,800,win,0.0
0,800,draw,0.77
0,800,loss,0.001853212364949286
0,900,win,0.0
0,900,draw,0.76
0,900,loss,0.0017650019144639373
0,1000,win,0.0
0,1000,draw,0.75
0,1000,loss,0.002036565914750099
0,1100,win,0.0
0,1100,draw,0.81
0,1100,loss,0.0017537944950163364
0,1200,win,0.0
0,1200,draw,0.85
0,1200,loss,0.0018549038795754313
0,1300,win,0.0
0,1300,draw,0.91
0,1300,loss,0.0011895077768713236
0,1400,win,0.0
0,1400,draw,0.88
0,1400,loss,0.0012503799516707659
0,1500,win,0.0
0,1500,draw,0.87
0,1500,loss,0.0013028543908149004
0,1600,win,0.0
0,1600,draw,0.98
0,1600,loss,0.001002240227535367
0,1700,win,0.0
0,1700,draw,0.92
0,1700,loss,0.0006079067243263125
0,1800,win,0.0
0,1800,draw,0.99
0,1800,loss,0.0008743427461013198
0,1900,win,0.0
0,1900,draw,0.98
0,1900,loss,0.0009628926636651158
0,2000,win,0.0
0,2000,draw,0.97
0,2000,loss,0.0008463099366053939
0,2100,win,0.0
0,2100,draw,0.97
0,2100,loss,0.001320958137512207
0,2200,win,0.0
0,2200,draw,0.98
0,2200,loss,0.0006642407970502973
0,2300,win,0.0
0,2300,draw,0.97
0,2300,loss,0.0006175603484734893
0,2400,win,0.0
0,2400,draw,0.96
0,2400,loss,0.0005370156140998006
0,2500,win,0.0
0,2500,draw,0.95
0,2500,loss,0.0006459978758357465
0,2600,win,0.0
0,2600,draw,0.92
0,2600,loss,0.0007440483313985169
0,2700,win,0.0
0,2700,draw,0.96
0,2700,loss,0.0009503267356194556
0,2800,win,0.0
0,2800,draw,1.0
0,2800,loss,0.0009482828318141401
0,2900,win,0.0
0,2900,draw,0.97
0,2900,loss,0.00046385909081436694
1,0,win,0.0
1,0,draw,0.01
1,100,win,0.0
1,100,draw,0.02
1,200,win,0.0
1,200,draw,0.02
1,300,win,0.0
1,300,draw,0.01
1,400,win,0.0
1,400,draw,0.19
1,400,loss,0.0017005472909659147
1,500,win,0.0
1,500,draw,0.42
1,500,loss,0.002128379885107279
1,600,win,0.0
1,600,draw,0.54
1,600,loss,0.001858720206655562
1,700,win,0.0
1,700,draw,0.83
1,700,loss,0.0015558182494714856
1,800,win,0.0
1,800,draw,0.87
1,800,loss,0.0008415317279286683
1,900,win,0.0
1,900,draw,0.94
1,900,loss,0.0012121903710067272
1,1000,win,0.0
1,1000,draw,0.92
1,1000,loss,0.0007576022762805223
1,1100,win,0.0
1,1100,draw,0.89
1,1100,loss,0.0006582034402526915
1,1200,win,0.0
1,1200,draw,0.94
1,1200,loss,0.0006763275014236569
1,1300,win,0.0
1,1300,draw,0.97
1,1300,loss,0.0007882111240178347
1,1400,win,0.0
1,1400,draw,0.96
1,1400,loss,0.0003487441863398999
1,1500,win,0.0
1,1500,draw,0.93
1,1500,loss,0.00069213449023664
1,1600,win,0.0
1,1600,draw,0.9
1,1600,loss,0.0009331450564786792
1,1700,win,0.0
1,1700,draw,0.94
1,1700,loss,0.000389635912142694
1,1800,win,0.0
1,1800,draw,0.99
1,1800,loss,0.00030659144977107644
1,1900,win,0.0
1,1900,draw,0.93
1,1900,loss,0.0007774183759465814
1,2000,win,0.0
1,2000,draw,0.95
1,2000,loss,0.0010014597792178392
1,2100,win,0.0
1,2100,draw,0.92
1,2100,loss,0.0008003228576853871
1,2200,win,0.0
1,2200,draw,0.96
1,2200,loss,0.0009914207039400935
1,2300,win,0.0
1,2300,draw,0.9
1,2300,loss,0.0005322145880199969
1,2400,win,0.0
1,2400,draw,0.98
1,2400,loss,0.0005946626188233495
1,2500,win,0.0
1,2500,draw,1.0
1,2500,loss,0.0003934917040169239
1,2600,win,0.0
1,2600,draw,0.95
1,2600,loss,0.00048089973279275
1,2700,win,0.0
1,2700,draw,0.97
1,2700,loss,0.00024856204981915653
1,2800,win,0.0
1,2800,draw,0.94
1,2800,loss,0.00022222321422304958
1,2900,win,0.0
1,2900,draw,0.98
1,2900,loss,0.0005206826026551425
2,0,win,0.0
2,0,draw,0.08
2,100,win,0.0
2,100,draw,0.03
2,200,win,0.0
2,200,draw,0.06
2,300,win,0.0
2,300,draw,0.04
2,400,win,0.0
2,400,draw,0.24
2,400,loss,0.0014575901441276073
2,500,win,0.0
2,500,draw,0.28
2,500,loss,0.0010947003029286861
2,600,win,0.0
2,600,draw,0.63
2,600,loss,0.0013535015750676394
2,700,win,0.0
2,700,draw,0.61
2,700,loss,0.0013492120197042823
2,800,win,0.0
2,800,draw,0.68
2,800,loss,0.0020234710536897182
2,900,win,0.0
2,900,draw,0.77
2,900,loss,0.0011718604946509004
2,1000,win,0.0
2,1000,draw,0.85
2,1000,loss,0.0008156721014529467
2,1100,win,0.0
2,1100,draw,0.94
2,1100,loss,0.0014982200227677822
2,1200,win,0.0
2,1200,draw,0.89
2,1200,loss,0.0012797508388757706
2,1300,win,0.0
2,1300,draw,0.92
2,1300,loss,0.0011708131060004234
2,1400,win,0.0
2,1400,draw,0.89
2,1400,loss,0.0008119759149849415
2,1500,win,0.0
2,1500,draw,0.93
2,1500,loss,0.0008753287838771939
2,1600,win,0.0
2,1600,draw,0.94
2,1600,loss,0.0006355090299621224
2,1700,win,0.0
2,1700,draw,0.97
2,1700,loss,0.0003847200714517385
2,1800,win,0.0
2,1800,draw,0.96
2,1800,loss,0.00029264704789966345
2,1900,win,0.0
2,1900,draw,0.97
2,1900,loss,0.000862848071847111
2,2000,win,0.0
2,2000,draw,0.9
2,2000,loss,0.0004650201299227774
2,2100,win,0.0
2,2100,draw,0.91
2,2100,loss,0.0008788650156930089
2,2200,win,0.0
2,2200,draw,0.91
2,2200,loss,0.0005157808191142976
2,2300,win,0.0
2,2300,draw,0.97
2,2300,loss,0.0005080777336843312
2,2400,win,0.0
2,2400,draw,0.99
2,2400,loss,0.0004451613931450993
2,2500,win,0.0
2,2500,draw,0.93
2,2500,loss,0.00039062448195181787
2,2600,win,0.0
2,2600,draw,0.98
2,2600,loss,0.00025024524074979126
2,2700,win,0.0
2,2700,draw,0.99
2,2700,loss,0.00030245829839259386
2,2800,win,0.0
2,2800,draw,1.0
2,2800,loss,0.0001639110705582425
2,2900,win,0.0
2,2900,draw,0.94
2,2900,loss,0.00031336938263848424
3,0,win,0.0
3,0,draw,0.03
3,100,win,0.0
3,100,draw,0.02
3,200,win,0.0
3,200,draw,0.01
3,300,win,0.0
3,300,draw,0.02
3,400,win,0.0
3,400,draw,0.01
3,400,loss,0.0025259116664528847
3,500,win,0.0
3,500,draw,0.33
3,500,loss,0.0015917113050818443
3,600,win,0.0
3,600,draw,0.58
3,600,loss,0.0011568251065909863
3,700,win,0.0
3,700,draw,0.78
3,700,loss,0.0020130688790231943
3,800,win,0.0
3,800,draw,0.91
3,800,loss,0.0007830439717508852
3,900,win,0.0
3,900,draw,0.92
3,900,loss,0.0007572492468170822
3,1000,win,0.0
3,1000,draw,0.9
3,1000,loss,0.0007445700466632843
3,1100,win,0.0
3,1100,draw,0.94
3,1100,loss,0.00040793820517137647
3,1200,win,0.0
3,1200,draw,0.95
3,1200,loss,0.00034894427517428994
3,1300,win,0.0
3,1300,draw,0.8
3,1300,loss,0.0003774373617488891
3,1400,win,0.0
3,1400,draw,0.9
3,1400,loss,0.0005979597335681319
3,1500,win,0.0
3,1500,draw,0.9
3,1500,loss,0.0003213871386833489
3,1600,win,0.0
3,1600,draw,0.93
3,1600,loss,0.00047125943819992244
3,1700,win,0.0
3,1700,draw,0.88
3,1700,loss,0.0004936367040500045
3,1800,win,0.0
3,1800,draw,0.95
3,1800,loss,0.0006207957630977035
3,1900,win,0.0
3,1900,draw,0.93
3,1900,loss,0.0008026347495615482
3,2000,win,0.0
3,2000,draw,0.97
3,2000,loss,0.0008962102001532912
3,2100,win,0.0
3,2100,draw,0.98
3,2100,loss,0.00044057174818590283
3,2200,win,0.0
3,2200,draw,0.94
3,2200,loss,0.0008383817039430141
3,2300,win,0.0
3,2300,draw,0.97
3,2300,loss,0.0005677544977515936
3,2400,win,0.0
3,2400,draw,0.98
3,2400,loss,0.0002632114046718925
3,2500,win,0.0
3,2500,draw,0.97
3,2500,loss,0.0006330014439299703
3,2600,win,0.0
3,2600,draw,0.96
3,2600,loss,0.0006976847071200609
3,2700,win,0.0
3,2700,draw,0.93
3,2700,loss,0.0006107713561505079
3,2800,win,0.0
3,2800,draw,0.95
3,2800,loss,0.0003631963045336306
3,2900,win,0.0
3,2900,draw,0.96
3,2900,loss,0.00016036091255955398
4,0,win,0.0
4,0,draw,0.0
4,100,win,0.0
4,100,draw,0.02
4,200,win,0.0
4,200,draw,0.02
4,300,win,0.0
4,300,draw,0.02
4,400,win,0.0
4,400,draw,0.1
4,400,loss,0.0025613531470298767
4,500,win,0.0
4,500,draw,0.25
4,500,loss,0.0014759921468794346
4,600,win,0.0
4,600,draw,0.49
4,600,loss,0.001365866046398878
4,700,win,0.0
4,700,draw,0.78
4,700,loss,0.0016603111289441586
4,800,win,0.0
4,800,draw,0.83
4,800,loss,0.0016232664929702878
4,900,win,0.0
4,900,draw,0.9
4,900,loss,0.0016904937801882625
4,1000,win,0.0
4,1000,draw,0.89
4,1000,loss,0.0011998398695141077
4,1100,win,0.0
4,1100,draw,0.91
4,1100,loss,0.0006261164089664817
4,1200,win,0.0
4,1200,draw,0.99
4,1200,loss,0.0008684545755386353
4,1300,win,0.0
4,1300,draw,1.0
4,1300,loss,0.0007280738209374249
4,1400,win,0.0
